image_id,latitude,longitude,file_path
4019519578300474,27.671471033831,85.417799471558,mapillary_images\4019519578300474.jpg
1001847281504351,27.679803635674,85.399622679694,mapillary_images\1001847281504351.jpg
3354293161368051,27.680898494455,85.394533501589,mapillary_images\3354293161368051.jpg
863225055937372,27.673015312026,85.412038464936,mapillary_images\863225055937372.jpg
975230138111369,27.671339576758,85.4202195839,mapillary_images\975230138111369.jpg
2129248110843970,27.68065538277,85.395671352464,mapillary_images\2129248110843970.jpg
526597963523573,27.679632989092,85.400300706974,mapillary_images\526597963523573.jpg
1342184450447273,27.677692414211,85.407648357104,mapillary_images\1342184450447273.jpg
637806639170306,27.67132903852,85.420417845541,mapillary_images\637806639170306.jpg
1179330957252734,27.675577436919,85.408965065088,mapillary_images\1179330957252734.jpg
1226998415454211,27.674789643265,85.409455404225,mapillary_images\1226998415454211.jpg
9443181895789054,27.67314753806,85.41167346973,mapillary_images\9443181895789054.jpg
2365055653863899,27.671546476021,85.416705048786,mapillary_images\2365055653863899.jpg
1440036353633241,27.679927712844,85.399080285111,mapillary_images\1440036353633241.jpg
1723821071821467,27.673997240338,85.409977663797,mapillary_images\1723821071821467.jpg
1014175896728504,27.679760998371,85.399803461225,mapillary_images\1014175896728504.jpg
1431703188193804,27.678112983676,85.407100840556,mapillary_images\1431703188193804.jpg
1370417060815102,27.679474833263,85.401001932415,mapillary_images\1370417060815102.jpg
1795476057696627,27.672807379178,85.412452925681,mapillary_images\1795476057696627.jpg
691588626876241,27.671333631918,85.420359149978,mapillary_images\691588626876241.jpg
10055726217791150,27.671335724614,85.419804831845,mapillary_images\10055726217791150.jpg
595024163570235,27.679404557931,85.40130428103,mapillary_images\595024163570235.jpg
643223928572701,27.671409717006,85.418584515252,mapillary_images\643223928572701.jpg
1356665665381684,27.679419097185,85.401237339005,mapillary_images\1356665665381684.jpg
643201105155359,27.679332029394,85.401613118336,mapillary_images\643201105155359.jpg
636453216032807,27.679516379997,85.400850039959,mapillary_images\636453216032807.jpg
1634271427234192,27.678075388103,85.407210243913,mapillary_images\1634271427234192.jpg
9489668311121272,27.673490250493,85.410959573514,mapillary_images\9489668311121272.jpg
654771557479045,27.671680444134,85.414974136963,mapillary_images\654771557479045.jpg
954494380100459,27.67364740961,85.410639860738,mapillary_images\954494380100459.jpg
996878105349525,27.674528339167,85.409582645599,mapillary_images\996878105349525.jpg
2466837017003677,27.680185052076,85.397984601547,mapillary_images\2466837017003677.jpg
1695654201319705,27.680360918711,85.397180030807,mapillary_images\1695654201319705.jpg
1598686977459913,27.671941080664,85.414062681585,mapillary_images\1598686977459913.jpg
660573913359470,27.680708835081,85.395432553318,mapillary_images\660573913359470.jpg
3922630671383595,27.674099202494,85.409822100704,mapillary_images\3922630671383595.jpg
1737416363871481,27.677439755636,85.407833696867,mapillary_images\1737416363871481.jpg
1842143616623841,27.676203720372,85.408605321438,mapillary_images\1842143616623841.jpg
1773342163210168,27.672415738643,85.41324967634,mapillary_images\1773342163210168.jpg
1029426972417180,27.671455348122,85.418076618836,mapillary_images\1029426972417180.jpg
660735816641103,27.675439170721,85.409063066117,mapillary_images\660735816641103.jpg
1014915750619193,27.679352035859,85.401532318316,mapillary_images\1014915750619193.jpg
1303859174006775,27.679565176171,85.400643221994,mapillary_images\1303859174006775.jpg
1215109599988670,27.671336795849,85.420099089304,mapillary_images\1215109599988670.jpg
1357864325254756,27.671332209024,85.420607516041,mapillary_images\1357864325254756.jpg
1340626747210052,27.678608181909,85.404856977782,mapillary_images\1340626747210052.jpg
1053138720001875,27.678978165714,85.403139441459,mapillary_images\1053138720001875.jpg
4068127483423888,27.680117235616,85.398292250238,mapillary_images\4068127483423888.jpg
1346830859974736,27.678002384088,85.407352977698,mapillary_images\1346830859974736.jpg
1324000582147615,27.680756015085,85.395209338533,mapillary_images\1324000582147615.jpg
1437763237654940,27.672996628142,85.412088460502,mapillary_images\1437763237654940.jpg
9644963745526354,27.674162018464,85.409759519304,mapillary_images\9644963745526354.jpg
1193655552268580,27.673850050583,85.410239937277,mapillary_images\1193655552268580.jpg
2087552525026812,27.674351629887,85.409649902701,mapillary_images\2087552525026812.jpg
1177955557065276,27.677966470561,85.407397768741,mapillary_images\1177955557065276.jpg
2113762739083002,27.67886524542,85.403692866595,mapillary_images\2113762739083002.jpg
2496306780700920,27.674045965799,85.409896672229,mapillary_images\2496306780700920.jpg
1032781652058721,27.67185400933,85.414240820813,mapillary_images\1032781652058721.jpg
525625543934663,27.6799483892,85.398996609224,mapillary_images\525625543934663.jpg
530409233441180,27.674629138235,85.409531542186,mapillary_images\530409233441180.jpg
543994898304972,27.678453868966,85.4055912617,mapillary_images\543994898304972.jpg
1747500402777430,27.676045464512,85.408696383741,mapillary_images\1747500402777430.jpg
2128674800907563,27.678225040186,85.406662432322,mapillary_images\2128674800907563.jpg
1298760307877926,27.680164660989,85.398082373609,mapillary_images\1298760307877926.jpg
1744407946483178,27.675994450771,85.408726065693,mapillary_images\1744407946483178.jpg
532550906204217,27.6714799099,85.417678721731,mapillary_images\532550906204217.jpg
1386739046011321,27.671520644101,85.417142677023,mapillary_images\1386739046011321.jpg
9560872854027630,27.676950868098,85.408144688892,mapillary_images\9560872854027630.jpg
566369749166803,27.6796535722,85.400232333936,mapillary_images\566369749166803.jpg
1192138709286760,27.671372073254,85.421185126227,mapillary_images\1192138709286760.jpg
1318779679355427,27.675621166256,85.408934881729,mapillary_images\1318779679355427.jpg
1343710423417924,27.673328159911,85.411294299859,mapillary_images\1343710423417924.jpg
1181703173602332,27.680849988875,85.394753785828,mapillary_images\1181703173602332.jpg
1184238743438982,27.671325736148,85.420483906755,mapillary_images\1184238743438982.jpg
1186661719589351,27.67689181895,85.408183316925,mapillary_images\1186661719589351.jpg
1186301955747064,27.673749219332,85.41043132134,mapillary_images\1186301955747064.jpg
1795304764659609,27.676690591795,85.408314197353,mapillary_images\1795304764659609.jpg
1697887837746049,27.671584376365,85.41623950573,mapillary_images\1697887837746049.jpg
1705012020410140,27.679386944777,85.401377787626,mapillary_images\1705012020410140.jpg
642712845392560,27.671574330635,85.41636080046,mapillary_images\642712845392560.jpg
1408803866952694,27.677646710658,85.407687472953,mapillary_images\1408803866952694.jpg
643733935237841,27.672942965756,85.412191585356,mapillary_images\643733935237841.jpg
1784127765854962,27.67526386779,85.4091601941,mapillary_images\1784127765854962.jpg
1787746655288333,27.675898808221,85.408771933935,mapillary_images\1787746655288333.jpg
632634232910945,27.680826196847,85.39486473867,mapillary_images\632634232910945.jpg
1200405034549615,27.678620508513,85.404800193209,mapillary_images\1200405034549615.jpg
682295677825521,27.680038687851,85.398606957314,mapillary_images\682295677825521.jpg
632172256250100,27.671350483806,85.419121347463,mapillary_images\632172256250100.jpg
1014519017216527,27.680606315848,85.395911428863,mapillary_images\1014519017216527.jpg
1413677186661647,27.6785953169,85.404914687629,mapillary_images\1413677186661647.jpg
1177549463959600,27.672187819934,85.41367567234,mapillary_images\1177549463959600.jpg
1554603221886241,27.676826833363,85.408226257835,mapillary_images\1554603221886241.jpg
1030154205703040,27.678149584418,85.40697477967,mapillary_images\1030154205703040.jpg
676761521701065,27.6716532,85.4154089,mapillary_images\676761521701065.jpg
