image_id,latitude,longitude,file_path
674119911765846,27.673050939414,85.411899110162,mapillary_images\674119911765846.jpg
1309516393637444,27.679202869971,85.402136250374,mapillary_images\1309516393637444.jpg
1439981526972995,27.671542957327,85.416814055213,mapillary_images\1439981526972995.jpg
1209219990846713,27.67926694618,85.401873478621,mapillary_images\1209219990846713.jpg
1191910035757741,27.678648576087,85.40468276967,mapillary_images\1191910035757741.jpg
589296380806427,27.680476395335,85.396634355617,mapillary_images\589296380806427.jpg
2066255493881687,27.678911896567,85.403467726391,mapillary_images\2066255493881687.jpg
663538716257869,27.67251016707,85.413047413563,mapillary_images\663538716257869.jpg
1041048291205081,27.677246916387,85.407958096323,mapillary_images\1041048291205081.jpg
9497332713695456,27.671359737213,85.421008617526,mapillary_images\9497332713695456.jpg
645681721587994,27.671342772819,85.419460433319,mapillary_images\645681721587994.jpg
991249872984441,27.680333481604,85.397303880675,mapillary_images\991249872984441.jpg
677842244612224,27.679718311437,85.399990058615,mapillary_images\677842244612224.jpg
530051250157826,27.67816662666,85.406906064078,mapillary_images\530051250157826.jpg
1029066515812592,27.678027374964,85.407312374673,mapillary_images\1029066515812592.jpg
1191796645931231,27.671450721943,85.418145029938,mapillary_images\1191796645931231.jpg
550018368109528,27.672730925895,85.412604253643,mapillary_images\550018368109528.jpg
1155582576045854,27.67905854863,85.402768386254,mapillary_images\1155582576045854.jpg
680257314532716,27.677596624107,85.407729539513,mapillary_images\680257314532716.jpg
1642670793034478,27.674682628258,85.409504791612,mapillary_images\1642670793034478.jpg
1211491317163978,27.672971094767,85.412139057873,mapillary_images\1211491317163978.jpg
505413682642730,27.673037058787,85.411945861661,mapillary_images\505413682642730.jpg
3811530275824306,27.678879598193,85.403617969757,mapillary_images\3811530275824306.jpg
1074333801188137,27.671607600712,85.415993494939,mapillary_images\1074333801188137.jpg
1343154610258422,27.679035189281,85.402871298898,mapillary_images\1343154610258422.jpg
1681678483231735,27.672911074894,85.41225337728,mapillary_images\1681678483231735.jpg
660305080076044,27.671432997235,85.418445210809,mapillary_images\660305080076044.jpg
628917239964232,27.6716588,85.4153028,mapillary_images\628917239964232.jpg
1337681697451040,27.680232937738,85.397768406077,mapillary_images\1337681697451040.jpg
1194797141989902,27.678817691057,85.403909889699,mapillary_images\1194797141989902.jpg
3978911115731808,27.677831840657,85.407524330137,mapillary_images\3978911115731808.jpg
1692196965035040,27.677925532138,85.407440708718,mapillary_images\1692196965035040.jpg
520613041094468,27.672877686582,85.41231725592,mapillary_images\520613041094468.jpg
1185711443275276,27.672248117223,85.413570745605,mapillary_images\1185711443275276.jpg
