original_image,mask_file,crop_file,x,y,width,height,yolo_confidence,coverage,classifier_confidence,predicted_condition,quality_score,latitude,longitude
1705012020410140.jpg,1705012020410140_5.png,crops/1705012020410140_5.png,1111,564,112,85,0.60161,0.0027523040771484,0.9991915822029114,good,1.0,27.679386944777,85.401377787626
1705012020410140.jpg,1705012020410140_6.png,crops/1705012020410140_6.png,431,309,87,74,0.358449,0.0017019907633463,0.9601162672042848,good,1.0,27.679386944777,85.401377787626
1723821071821467.jpg,1723821071821467_0.png,crops/1723821071821467_0.png,1409,852,120,134,0.968632,0.0029687881469726,0.9996023774147034,good,1.0,27.673997240338,85.409977663797
1723821071821467.jpg,1723821071821467_1.png,crops/1723821071821467_1.png,1468,1045,101,184,0.953253,0.0048201878865559,0.9991506338119508,good,1.0,27.673997240338,85.409977663797
1723821071821467.jpg,1723821071821467_2.png,crops/1723821071821467_2.png,1364,661,100,148,0.912659,0.0030422210693359,0.9994820952415466,good,1.0,27.673997240338,85.409977663797
1723821071821467.jpg,1723821071821467_3.png,crops/1723821071821467_3.png,1312,489,106,132,0.912585,0.0026140213012695,0.999308466911316,good,1.0,27.673997240338,85.409977663797
1723821071821467.jpg,1723821071821467_4.png,crops/1723821071821467_4.png,1455,1313,123,223,0.903929,0.0068152745564778,0.9973983764648438,good,1.0,27.673997240338,85.409977663797
1723821071821467.jpg,1723821071821467_5.png,crops/1723821071821467_5.png,1080,53,112,103,0.499353,0.0024054845174153,0.9998698234558104,good,1.0,27.673997240338,85.409977663797
1723821071821467.jpg,1723821071821467_6.png,crops/1723821071821467_6.png,1252,321,110,122,0.430767,0.0040095647176106,0.9998729228973388,good,1.0,27.673997240338,85.409977663797
1773342163210168.jpg,1773342163210168_0.png,crops/1773342163210168_0.png,1139,145,83,106,0.925933,0.0023600260416666,0.9993423819541932,good,1.0,27.672415738643,85.41324967634
1773342163210168.jpg,1773342163210168_1.png,crops/1773342163210168_1.png,1118,458,88,94,0.910764,0.0021197001139322,0.9995929598808287,good,1.0,27.672415738643,85.41324967634
1795476057696627.jpg,1795476057696627_0.png,crops/1795476057696627_0.png,1127,840,105,155,0.969286,0.0042238235473632,0.9982243180274964,good,1.0,27.672807379178,85.412452925681
1795476057696627.jpg,1795476057696627_1.png,crops/1795476057696627_1.png,1150,1065,145,189,0.95581,0.005713144938151,0.9969846606254578,good,1.0,27.672807379178,85.412452925681
1795476057696627.jpg,1795476057696627_2.png,crops/1795476057696627_2.png,1109,678,89,117,0.933637,0.0029888153076171,0.9995885491371156,good,1.0,27.672807379178,85.412452925681
1795476057696627.jpg,1795476057696627_3.png,crops/1795476057696627_3.png,1227,1356,166,179,0.929395,0.0064039230346679,0.8748883605003357,good,1.0,27.672807379178,85.412452925681
1795476057696627.jpg,1795476057696627_4.png,crops/1795476057696627_4.png,1127,414,80,51,0.820468,0.0010544459025065,0.998791515827179,good,1.0,27.672807379178,85.412452925681
1795476057696627.jpg,1795476057696627_5.png,crops/1795476057696627_5.png,1112,531,89,52,0.430041,0.0011777877807617,0.999765932559967,good,1.0,27.672807379178,85.412452925681
2113762739083002.jpg,2113762739083002_0.png,crops/2113762739083002_0.png,1222,407,135,132,0.705659,0.0046733220418294,0.6223106980323792,good,1.0,27.67886524542,85.403692866595
2128674800907563.jpg,2128674800907563_0.png,crops/2128674800907563_0.png,804,710,197,137,0.845907,0.0075798034667968,0.9859318733215332,good,1.0,27.678225040186,85.406662432322
2128674800907563.jpg,2128674800907563_1.png,crops/2128674800907563_1.png,821,981,206,147,0.677561,0.0088256200154622,0.8404192924499512,damaged,0.5,27.678225040186,85.406662432322
2128674800907563.jpg,2128674800907563_2.png,crops/2128674800907563_2.png,864,521,186,112,0.5359,0.0054038365681966,0.9972796440124512,good,1.0,27.678225040186,85.406662432322
2129248110843970.jpg,2129248110843970_0.png,crops/2129248110843970_0.png,850,367,97,97,0.937061,0.0023622512817382,0.9976515173912048,good,1.0,27.68065538277,85.395671352464
2129248110843970.jpg,2129248110843970_1.png,crops/2129248110843970_1.png,871,170,87,75,0.890911,0.0017433166503906,0.9983102083206176,good,1.0,27.68065538277,85.395671352464
2129248110843970.jpg,2129248110843970_2.png,crops/2129248110843970_2.png,825,629,101,109,0.861286,0.0028826395670572,0.9970273375511168,good,1.0,27.68065538277,85.395671352464
2129248110843970.jpg,2129248110843970_3.png,crops/2129248110843970_3.png,909,24,91,68,0.298017,0.0014769236246744,0.9993853569030762,good,1.0,27.68065538277,85.395671352464
2129248110843970.jpg,2129248110843970_4.png,crops/2129248110843970_4.png,772,1226,128,87,0.268783,0.0019785563151041,0.9956833124160768,good,1.0,27.68065538277,85.395671352464
2365055653863899.jpg,2365055653863899_0.png,crops/2365055653863899_0.png,664,1210,156,142,0.95292,0.0050538380940755,0.9897148013114928,good,1.0,27.671546476021,85.416705048786
2365055653863899.jpg,2365055653863899_1.png,crops/2365055653863899_1.png,836,810,129,104,0.895478,0.0030825932820638,0.9965127110481262,good,1.0,27.671546476021,85.416705048786
2496306780700920.jpg,2496306780700920_0.png,crops/2496306780700920_0.png,1275,1215,140,172,0.980375,0.0050729115804036,0.9993539452552797,good,1.0,27.674045965799,85.409896672229
2496306780700920.jpg,2496306780700920_1.png,crops/2496306780700920_1.png,1330,1032,102,130,0.910541,0.0032723744710286,0.9995061159133912,good,1.0,27.674045965799,85.409896672229
